Id,LotArea,OverallQual,OverallCond,TotRmsAbvGrd,GarageArea,MSSubClass,SalePrice
772,8877,4,5,6,396,20,102000
773,7819,6,5,6,672,80,107000
774,10150,5,5,5,275,20,114500
775,14226,8,5,9,895,20,395000
776,4500,6,5,5,412,120,162000
777,11210,7,5,7,865,20,221500
778,13350,5,5,5,440,20,142500
779,8400,5,5,10,630,90,144000
780,10530,6,5,4,504,90,135000
781,7875,7,5,6,402,20,176000
782,7153,6,5,7,484,60,175900
783,16285,7,5,6,605,20,187100
784,9101,5,6,4,602,85,165500
785,6300,6,6,9,0,75,128000
786,9790,6,5,7,457,20,161500
787,10800,5,6,7,416,50,139000
788,10142,7,5,8,618,60,233000
789,6000,4,7,4,281,20,107900
790,12205,6,8,9,444,60,187500
791,3182,7,5,5,397,120,160200
792,11333,6,5,5,539,80,146800
793,9920,7,5,8,455,60,269790
794,9158,8,5,7,474,20,225000
795,10832,7,5,7,409,60,194500
796,8400,6,6,7,476,60,171000
797,8197,6,5,7,528,20,143500
798,7677,5,5,4,240,20,110000
799,13518,9,5,11,820,60,485000
800,7200,5,7,7,240,50,175000
801,12798,6,5,8,603,60,200000
802,4800,4,7,5,440,30,109900
803,8199,7,5,7,410,60,189000
804,13891,9,5,12,1020,60,582933
805,9000,5,5,5,286,20,118000
806,12274,7,5,6,554,20,227680
807,9750,5,5,6,384,80,135500
808,21384,5,6,6,528,70,223500
809,13400,5,5,6,484,80,159950
810,8100,5,5,11,360,75,106000
811,10140,6,6,5,484,20,181000
812,4438,6,5,4,420,120,144500
813,8712,5,5,4,504,20,55993
814,9750,6,6,7,301,20,157900
815,8248,5,7,7,280,50,116000
816,12137,7,5,6,598,20,224900
817,11425,5,6,4,275,20,137000
818,13265,8,5,7,857,20,271000
819,8816,6,7,6,440,80,155000
820,6371,7,5,6,484,120,224000
821,7226,7,5,6,595,60,183000
822,6000,4,4,4,576,20,93000
823,12394,7,5,7,433,60,225000
824,9900,6,7,7,240,50,139500
825,11216,8,5,7,776,20,232600
826,14803,10,5,7,1220,20,385000
827,6130,5,6,5,0,45,109500
828,8529,7,5,6,527,20,189000
829,28698,5,5,7,538,60,185000
830,2544,7,5,4,480,160,147400
831,11900,6,5,6,458,20,166000
832,3180,7,5,4,480,160,151000
833,9548,7,6,7,613,60,237000
834,10004,6,6,6,472,20,167000
835,7875,5,6,6,456,20,139950
836,9600,4,7,4,436,20,128000
837,8100,5,6,5,812,30,153500
838,1680,6,5,5,264,160,100000
839,9525,5,6,6,352,20,144000
840,11767,5,6,6,240,50,130500
841,12155,6,8,7,400,70,140000
842,10440,5,8,8,686,70,157500
843,9020,6,7,6,490,80,174900
844,8000,5,4,10,0,90,141000
845,12665,5,8,7,720,50,153900
846,16647,5,5,6,611,85,171000
847,9317,7,5,7,425,60,213000
848,15523,5,6,5,338,20,133500
849,45600,6,8,10,360,50,240000
850,9600,6,7,7,512,80,187000
851,4435,6,5,3,420,120,131500
852,3196,8,5,7,400,120,215000
853,7128,7,5,7,240,75,164000
854,12095,6,6,7,645,80,158000
855,17920,5,4,6,454,20,170000
856,6897,5,8,6,260,20,127000
857,10970,6,6,5,576,80,147000
858,8125,6,5,6,343,60,174000
859,10400,7,5,6,479,20,152000
860,11029,6,7,9,619,60,250000
861,7642,7,8,7,216,50,189950
862,11625,5,4,6,504,190,131500
863,9672,6,5,6,480,20,152000
864,7931,5,5,6,672,20,132500
865,8640,7,5,6,529,20,250580
866,8750,5,6,5,902,20,148500
867,10656,8,5,6,870,20,248900
868,6970,4,5,5,544,20,129000
869,14762,5,6,7,672,60,169000
870,9938,7,5,8,574,60,236000
871,6600,5,5,5,308,20,109500
872,8750,6,5,7,523,60,200500
873,8892,5,7,5,414,20,116000
874,12144,5,7,6,288,40,133000
875,5720,5,6,5,200,50,66500
876,9000,8,5,11,550,60,303477
877,25286,4,5,5,648,20,132250
878,8834,9,5,10,738,60,350000
879,11782,5,7,6,576,85,148000
880,7000,5,8,6,336,20,136500
881,7024,5,5,5,450,20,157000
882,13758,7,5,7,400,50,187500
883,9636,6,5,7,389,60,178000
884,6204,4,5,10,440,75,118500
885,7150,5,5,5,288,20,100000
886,5119,9,5,5,506,120,328900
887,8393,5,5,8,588,90,145000
888,16466,5,7,8,300,50,135500
889,15865,8,6,8,621,20,268000
890,12160,6,4,6,505,20,149500
891,8064,5,7,6,576,50,122900
892,11184,6,5,7,440,60,172500
893,8414,6,8,6,264,20,154500
894,13284,5,5,6,354,20,165000
895,7018,5,5,8,400,90,118858
896,7056,6,5,8,483,60,140000
897,8765,4,6,6,327,30,106500
898,7018,5,5,12,528,90,142953
899,12919,9,5,11,820,20,611657
900,6993,5,7,6,288,20,135000
901,7340,4,6,4,684,20,110000
902,8712,5,7,5,756,20,153000
903,7875,7,5,8,393,60,180000
904,14859,7,5,7,690,20,240000
905,6173,5,6,6,288,20,125500
906,9920,5,5,6,280,20,128000
907,13501,8,5,8,865,20,255000
908,11500,7,7,6,180,50,250000
909,8885,5,5,5,484,20,131000
910,12589,6,5,8,390,60,174000
911,11600,5,5,12,480,90,154300
912,9286,5,7,5,252,20,143500
913,6120,5,7,6,450,30,88000
914,6270,5,6,8,871,90,145000
915,3000,6,5,4,528,160,173733
916,2001,4,5,6,286,160,75000
917,9000,2,3,4,308,20,35311
918,17140,4,6,6,284,20,135000
919,13125,7,5,8,833,60,238000
920,11029,6,8,6,601,20,176500
921,8462,6,5,7,471,60,201000
922,8777,5,7,9,0,90,145900
923,10237,6,5,6,397,20,169990
924,8012,6,5,5,533,120,193000
925,10240,6,6,7,612,20,207500
926,15611,5,6,6,540,20,175000
927,11999,8,5,10,656,60,285000
928,9900,7,5,9,486,60,176000
929,11838,8,5,7,522,20,236500
930,13006,7,5,8,642,60,222000
931,8925,8,5,7,610,20,201000
932,9100,5,6,5,429,20,117500
933,11670,9,5,8,788,20,320000
934,8487,7,5,6,570,20,190000
935,27650,7,7,9,505,20,242000
936,5825,4,5,5,528,30,79900
937,10083,7,5,5,555,20,184900
938,9675,7,5,8,689,60,253000
939,8760,7,5,7,868,60,239799
940,24090,7,7,10,349,70,244400
941,12640,6,5,8,574,90,150900
942,8755,7,5,8,390,60,214000
943,7711,4,3,8,0,90,150000
944,25000,5,4,8,576,90,143000
945,14375,6,6,7,525,20,137500
946,8820,5,6,7,456,50,124900
947,8163,5,6,6,796,80,143000
948,14536,8,5,9,808,20,270000
949,14006,7,5,7,474,60,192500
950,9360,6,7,5,676,20,197500
951,7200,5,8,5,720,20,129000
952,7800,5,5,6,300,20,119900
953,7200,5,8,5,396,85,133900
954,11075,5,4,7,530,60,172000
955,9400,6,5,4,0,90,127500
956,7136,6,6,8,492,90,145000
957,1300,6,6,5,462,160,124000
958,7420,5,5,6,576,20,132000
959,8450,7,5,6,531,20,185000
960,2572,7,5,6,484,160,155000
961,7207,5,7,4,0,20,116500
962,12227,6,7,11,619,60,272000
963,2308,6,6,7,440,160,155000
964,11923,9,5,7,702,20,239000
965,11316,7,5,8,510,60,214900
966,10237,6,5,8,393,60,178900
967,9600,5,7,7,256,50,160000
968,7390,5,7,6,260,20,135000
969,5925,3,6,6,0,50,37900
970,10382,6,5,6,264,190,140000
971,10800,4,4,6,0,50,135000
972,2268,7,5,6,474,160,173000
973,7892,6,5,5,264,120,99500
974,11639,7,5,6,480,20,182000
975,11414,7,8,8,532,70,167500
976,2651,7,5,6,490,160,165000
977,5900,4,7,4,0,30,85500
978,4274,7,5,4,569,120,199900
979,9450,4,5,5,400,20,110000
980,8816,5,6,5,480,20,139000
981,12122,7,9,6,588,85,178400
982,12203,8,5,8,676,60,336000
983,3182,7,5,6,388,20,159895
984,11250,8,5,9,779,60,255900
985,10125,5,5,8,539,90,126000
986,10880,5,5,5,240,190,125000
987,5310,6,8,5,255,50,117000
988,10159,9,5,8,606,20,395192
989,12046,6,6,8,551,60,195000
990,8125,7,5,6,614,60,197000
991,9452,8,5,7,870,60,348000
992,17671,8,9,8,424,70,168000
993,9760,6,8,7,440,60,187000
994,8846,6,5,6,564,60,173900
995,12456,10,5,7,786,20,337500
996,4712,4,7,5,305,50,121600
997,10659,5,6,6,368,20,136500
998,11717,6,6,6,615,20,185000
999,9786,3,4,6,210,30,91000
1000,6762,7,5,6,632,20,206000
1001,10206,3,3,4,528,20,82000
1002,5400,5,6,4,216,30,86000
1003,11957,8,5,7,824,20,232000
1004,11500,5,6,8,528,90,136905
1005,3182,7,5,7,457,120,181000
1006,8385,5,8,6,328,80,149900
1007,12155,6,3,7,484,20,163500
1008,2217,4,4,6,286,160,88000
1009,12118,7,5,7,550,20,240000
1010,6000,5,5,7,0,50,102000
1011,21286,5,5,7,312,50,135000
1012,9825,5,5,8,0,90,100000
1013,10592,6,7,7,180,70,165000
1014,7200,5,4,4,280,30,85000
1015,11664,6,5,5,240,20,119200
1016,8400,8,6,6,528,60,227000
1017,11883,7,5,6,478,20,203000
1018,5814,8,5,4,565,120,187500
1019,10784,7,5,7,402,80,160000
1020,3013,7,5,6,440,120,213490
1021,7024,4,5,5,451,20,176000
1022,7406,7,5,6,632,20,194000
1023,9439,5,5,6,160,50,87000
1024,3182,7,5,7,437,120,191000
1025,15498,8,6,10,665,20,287000
1026,7700,5,5,5,461,20,112500
1027,9300,5,5,6,461,20,167500
1028,9520,8,5,7,800,20,293077
1029,9492,5,5,6,240,50,105000
1030,1680,6,7,7,264,160,118000
1031,7082,5,8,10,0,190,160000
1032,15863,7,3,12,672,75,197000
1033,14541,8,7,10,796,60,310000
1034,8125,7,5,6,900,20,230000
1035,6305,5,7,5,240,30,119750
1036,11500,4,3,5,290,20,84000
1037,12898,9,5,6,912,20,315500
1038,9240,8,5,7,905,60,287000
1039,1533,4,6,6,0,160,97000
1040,1477,4,4,3,286,180,80000
1041,13125,5,4,8,484,20,155000
1042,9130,6,8,7,484,60,173000
1043,5381,6,5,5,624,120,196000
1044,11839,7,5,10,514,60,262280
1045,9600,8,5,9,542,20,278000
1046,13680,3,5,8,452,20,139600
1047,16056,9,5,11,716,60,556581
1048,9245,5,5,5,672,20,145000
1049,21750,5,4,9,336,20,115000
1050,11100,4,7,6,308,20,84900
1051,8993,7,5,6,436,20,176485
1052,11175,7,5,6,440,20,200141
1053,9500,6,6,9,540,60,165000
1054,8562,5,6,7,364,20,144500
1055,11367,8,5,7,586,60,255000
1056,11361,6,5,7,478,20,180000
1057,7052,7,5,6,484,120,185850
1058,29959,7,6,7,467,60,248000
1059,11308,9,5,10,836,60,335000
1060,11275,6,7,7,432,50,220000
1061,4920,8,5,6,582,120,213500
1062,18000,3,4,6,1248,30,81000
1063,13600,5,5,10,560,190,90000
1064,6000,6,6,5,440,30,110500
1065,11000,5,6,6,480,20,154000
1066,14000,7,5,7,533,60,328000
1067,7837,6,7,7,380,60,178000
1068,9760,6,6,7,442,60,167900
1069,3964,6,4,10,576,160,151400
1070,9600,5,7,4,576,45,135000
1071,10152,5,5,6,286,20,135000
1072,11700,6,6,8,441,60,154000
1073,7585,5,3,7,280,50,91500
1074,7950,6,6,6,440,60,159500
1075,8556,7,5,5,826,20,194000
1076,13125,7,6,6,240,70,219500
1077,10800,5,8,7,566,50,170000
1078,15870,5,5,6,299,20,138800
1079,4435,6,5,3,420,120,155900
1080,8775,5,5,5,299,20,126000
1081,11040,6,7,5,528,20,145000
1082,7500,5,5,5,308,20,133000
1083,8749,7,5,6,527,20,192000
1084,8800,6,6,6,461,20,160000
1085,13031,6,5,6,409,60,187500
1086,9069,6,6,5,564,85,147000
1087,1974,4,5,6,286,160,83500
1088,10574,8,5,9,1043,60,252000
1089,2522,7,5,7,380,160,137500
1090,3316,8,5,4,550,120,197000
1091,8544,3,4,6,400,90,92900
1092,2160,7,5,4,462,160,160000
1093,8400,6,5,7,576,50,136500
1094,9230,5,8,6,884,20,146000
1095,5868,5,7,4,308,20,129000
1096,9317,6,5,6,440,20,176432
1097,6882,6,7,7,0,70,127000
1098,3696,8,5,5,461,120,170000
1099,6000,4,6,6,240,50,128000
1100,11880,7,5,7,478,20,157000
1101,8400,2,5,3,246,30,60000
1102,9758,5,5,5,280,20,119500
1103,7000,5,7,6,254,20,135000
1104,8910,6,6,6,539,20,159500
1105,2016,5,5,6,440,160,106000
1106,12256,8,5,9,712,60,325000
1107,10357,7,5,6,719,20,179900
1108,23257,7,5,9,422,60,274725
1109,8063,6,5,7,463,60,181000
1110,11362,8,5,7,862,20,280000
1111,8000,6,5,8,431,60,188000
1112,10480,7,6,8,483,60,205000
1113,7100,5,7,5,308,20,129900
1114,8923,5,7,6,240,20,134500
1115,5400,5,7,4,326,20,117000
1116,12085,8,5,7,928,20,318000
1117,7750,8,5,7,527,80,184100
1118,9764,5,7,5,450,20,130000
1119,13825,5,6,6,300,80,140000
1120,7560,5,5,6,286,20,133700
1121,8263,6,5,6,308,30,118400
1122,10084,7,5,7,782,20,212900
1123,8926,4,3,5,288,20,112000
1124,9405,5,9,4,0,20,118000
1125,9125,7,5,7,392,80,163900
1126,10434,4,5,5,672,20,115000
1127,3684,7,5,7,660,120,174000
1128,14572,7,5,7,630,20,259000
1129,11796,7,5,8,434,60,215000
1130,7200,5,5,4,672,90,140000
1131,7804,4,3,7,576,50,135000
1132,10712,5,5,5,0,20,93500
1133,9900,6,4,8,205,70,117500
1134,9828,8,5,8,466,60,239500
1135,8773,6,5,7,460,60,169000
1136,6180,6,5,5,180,30,102000
1137,9600,6,5,6,288,50,119000
1138,6342,5,8,6,0,50,94000
1139,9819,6,5,5,714,20,196000
1140,8731,5,5,6,495,30,144000
1141,7350,5,7,4,840,20,139000
1142,10304,5,7,9,484,60,197500
1143,9965,8,5,11,1052,60,424870
1144,9000,5,3,5,0,20,80000
1145,12180,4,4,5,280,190,80000
1146,6240,5,6,8,225,50,149000
1147,11200,6,5,5,403,20,180000
1148,12000,7,7,7,234,70,174500
1149,5700,7,7,5,288,50,116900
1150,9000,7,9,7,324,70,143000
1151,8280,6,5,4,306,20,124000
1152,17755,5,4,6,528,20,149900
1153,14115,6,7,6,470,20,230000
1154,5890,6,8,5,432,30,120500
1155,13700,7,6,8,492,60,201800
1156,10768,5,8,6,528,20,218000
1157,9350,5,8,6,502,80,179900
1158,5001,7,5,6,626,120,230000
1159,11932,8,5,7,830,20,235128
1160,9120,6,6,8,540,60,185000
1161,2280,6,5,7,440,160,146000
1162,14778,6,7,7,924,20,224000
1163,8724,5,5,5,450,20,129000
1164,12900,4,4,6,400,90,108959
1165,16157,5,7,5,588,80,194000
1166,9541,7,5,7,644,20,233170
1167,10475,8,5,7,776,20,245350
1168,10852,6,5,7,472,60,173000
1169,13728,6,7,7,540,70,235000
1170,35760,10,5,10,807,60,625000
1171,9880,6,6,6,358,80,171000
1172,9120,6,6,6,433,20,163000
1173,4017,7,5,5,625,160,171900
1174,18030,5,6,12,0,50,200500
1175,16560,6,8,9,360,70,239000
1176,10678,8,5,9,541,50,285000
1177,6951,5,5,5,264,20,119500
1178,3950,6,8,5,210,50,115000
1179,7681,5,6,7,186,50,154900
1180,8335,5,5,5,0,20,93000
1181,11170,7,5,8,693,60,250000
1182,5587,8,5,5,482,120,392500
1183,15623,10,5,10,813,60,745000
1184,10800,5,6,5,720,30,120000
1185,35133,5,4,5,995,20,186700
1186,9738,5,7,7,392,50,104900
1187,10615,3,5,7,420,190,95000
1188,12461,8,5,5,757,20,262000
1189,8935,7,5,7,493,60,195000
1190,7500,7,5,7,442,60,189000
1191,32463,4,4,7,1356,190,168000
1192,2645,8,5,5,492,160,174000
1193,9600,5,8,6,250,50,125000
1194,4500,6,5,5,402,120,165000
1195,9364,6,7,7,299,60,158000
1196,8029,6,5,8,400,60,176000
1197,14054,7,5,9,660,60,219210
1198,8850,7,6,7,225,75,144000
1199,9100,7,5,6,573,20,178000
1200,11235,4,5,6,459,20,148000
1201,9353,4,5,5,280,20,116050
1202,10400,7,5,6,546,60,197900
1203,6000,5,8,5,216,50,117000
1204,9750,7,5,6,451,20,213000
1205,10140,5,6,6,495,20,153500
1206,14684,7,7,7,701,20,271900
1207,8900,4,4,5,384,20,107000
1208,9135,6,5,7,544,20,200000
1209,7763,5,7,6,506,20,140000
1210,10182,8,5,8,500,20,290000
1211,11218,6,5,8,462,60,189000
1212,12134,8,7,8,492,50,164000
1213,9340,4,6,4,234,30,113000
1214,10246,4,9,3,364,80,145000
1215,10205,5,5,6,300,85,134500
1216,7094,5,5,5,384,20,125000
1217,8930,6,5,8,539,90,112000
1218,8640,8,5,6,552,20,229456
1219,6240,4,5,3,0,50,80500
1220,1680,6,5,7,0,160,91500
1221,7800,5,5,5,288,20,115000
1222,8250,5,5,5,322,20,134000
1223,10496,6,6,7,315,50,143000
1224,10680,5,3,7,528,20,137900
1225,15384,7,5,8,388,60,184000
1226,10482,6,8,6,264,80,145000
1227,14598,6,5,9,668,60,214000
1228,8872,5,8,5,576,20,147000
1229,8769,9,5,7,1052,120,367294
1230,7910,5,5,7,404,80,127000
1231,18890,5,5,12,600,90,190000
1232,7728,5,6,6,540,90,132500
1233,9842,4,5,6,462,90,101800
1234,12160,5,5,6,531,20,142000
1235,8525,5,6,7,0,70,130000
1236,13132,5,5,9,180,70,138887
1237,2628,7,5,6,474,160,175500
1238,12393,7,5,8,434,60,195000
1239,13072,6,5,6,484,20,142500
1240,9037,8,5,6,472,20,265900
1241,8158,7,5,8,543,60,224900
1242,9849,7,6,7,954,20,248328
1243,10625,7,6,6,528,85,170000
1244,13891,10,5,7,850,20,465000
1245,11435,8,7,7,400,70,230000
1246,12090,6,7,7,477,80,178000
1247,8125,7,5,6,615,60,186500
1248,12328,6,5,6,888,80,169900
1249,9600,6,5,8,396,75,129500
1250,7200,5,7,6,276,20,119000
1251,11160,7,5,8,522,20,244000
1252,3136,7,5,6,478,120,171750
1253,9858,5,6,5,288,20,130000
1254,17542,7,7,9,518,60,294000
1255,6931,7,5,7,397,60,165400
1256,6240,6,6,6,560,50,127500
1257,14303,8,5,7,691,20,301500
1258,4060,5,8,4,0,30,99900
1259,9587,7,5,5,400,80,190000
1260,9750,6,8,6,460,20,151000
1261,24682,6,5,7,502,60,181000
1262,9600,5,6,5,338,20,128900
1263,11250,4,5,8,304,50,161500
1264,13515,6,6,8,520,70,180500
1265,4060,6,5,5,511,120,181000
1266,3735,7,5,6,506,160,183900
1267,10120,7,4,9,308,190,122000
1268,13214,9,5,10,746,20,378500
1269,14100,8,9,11,1014,50,381000
1270,11344,5,5,7,315,50,144000
1271,23595,7,6,4,586,40,260000
1272,9156,6,7,7,462,20,185750
1273,13526,5,6,5,288,20,137000
1274,11512,6,7,5,312,80,177000
1275,5362,5,6,8,552,50,139000
1276,11345,5,5,10,400,90,137000
1277,12936,6,6,6,497,60,162000
1278,17871,6,5,7,480,80,197900
1279,9473,8,5,7,577,60,237000
1280,7500,4,4,6,528,50,68400
1281,9808,7,5,6,544,20,227000
1282,8049,7,5,6,484,20,180000
1283,8800,5,7,5,484,20,150500
1284,9400,6,5,8,0,90,139000
1285,9638,6,7,10,336,50,169000
1286,6000,6,6,6,280,50,132500
1287,9790,6,5,6,528,20,143000
1288,36500,5,5,7,390,20,190000
1289,5664,8,5,5,499,120,278000
1290,11065,8,5,8,753,60,281000
1291,14112,5,7,6,484,80,180500
1292,1680,5,7,6,264,160,119500
1293,6600,5,4,11,432,70,107500
1294,10140,7,5,8,528,60,162900
1295,8172,5,7,5,572,20,115000
1296,8400,5,5,5,288,20,138500
1297,8700,5,6,6,525,20,155000
1298,3675,6,5,5,525,180,140000
1299,63887,10,5,12,1418,60,160000
1300,7500,5,7,6,305,20,154000
1301,10762,7,5,9,490,60,225000
1302,7500,6,7,7,213,70,177500
1303,10120,8,5,8,844,60,290000
1304,8688,7,5,7,834,20,232000
1305,3363,7,5,7,380,160,130000
1306,13173,9,5,6,840,20,325000
1307,6955,7,5,6,474,120,202500
1308,8072,5,5,5,480,20,138000
1309,12000,5,7,6,528,20,147000
1310,7153,6,5,6,496,20,179200
1311,17500,7,8,7,567,20,335000
1312,8814,7,5,6,508,20,203000
1313,9572,8,5,9,750,60,302000
1314,14774,9,5,10,779,60,333168
1315,8190,4,6,5,280,20,119000
1316,11075,6,5,9,576,60,206900
1317,10226,8,5,8,860,20,295493
1318,4230,7,5,5,466,120,208900
1319,14781,8,5,7,748,20,275000
1320,10215,4,5,5,248,20,111000
1321,8400,6,3,6,442,20,156500
1322,6627,3,6,4,287,20,72500
1323,10186,7,5,8,564,60,190000
1324,5330,4,7,5,0,30,82500
1325,9986,8,5,7,895,20,147000
1326,3636,4,4,5,0,30,55000
1327,4270,3,6,6,0,30,79000
1328,6600,5,9,5,264,20,130500
1329,10440,6,7,8,520,50,256000
1330,9084,7,5,8,462,60,176500
1331,10000,8,5,7,825,20,227000
1332,10780,5,5,6,576,80,132500
1333,8877,4,6,3,288,20,100000
1334,7200,5,6,6,297,50,125500
1335,2368,5,6,7,440,160,125000
1336,9650,6,5,6,630,20,167900
1337,9246,5,5,8,506,90,135000
1338,4118,4,4,4,0,30,52500
1339,13450,7,5,8,492,60,200000
1340,9560,5,7,5,288,20,128500
1341,8294,4,5,5,480,20,123000
1342,13695,6,5,6,576,20,155000
1343,9375,8,5,7,647,60,228500
1344,7558,6,6,9,342,50,177000
1345,11103,7,5,8,440,60,155835
1346,6000,4,4,5,308,30,108500
1347,20781,7,7,9,508,20,262500
1348,15306,8,5,7,712,20,283463
1349,16196,7,5,5,514,20,215000
1350,5250,8,5,8,0,70,122000
1351,11643,5,5,12,968,90,200000
1352,9247,6,6,8,490,60,171000
1353,6000,6,9,4,624,50,134900
1354,14720,8,5,9,666,50,410000
1355,10316,7,5,7,839,60,235000
1356,10192,7,6,8,487,80,170000
1357,9477,5,5,5,264,20,110000
1358,12537,5,6,6,500,20,149900
1359,2117,6,5,5,440,160,177500
1360,16737,9,5,8,770,20,315000
1361,9842,5,6,8,621,70,189000
1362,16158,7,5,7,430,20,260000
1363,12513,4,4,7,368,50,104900
1364,8499,6,5,6,432,60,156932
1365,3180,7,5,4,480,160,144152
1366,7500,7,5,7,663,60,216000
1367,9179,7,5,7,588,60,193000
1368,2665,5,6,6,336,160,127000
1369,4435,6,5,4,420,120,144000
1370,10635,8,5,8,502,20,232000
1371,5400,4,6,6,338,50,105000
1372,9600,6,6,8,377,80,165500
1373,9750,7,6,8,583,60,274300
1374,11400,10,5,8,804,20,466500
1375,10625,7,5,9,936,60,250000
1376,10991,8,5,7,722,20,239000
1377,6292,6,5,4,160,30,91000
1378,10998,5,5,6,660,50,117000
1379,1953,6,5,5,264,160,83000
1380,9735,5,5,7,400,80,167500
1381,8212,3,3,5,200,30,58500
1382,12925,6,7,7,550,20,237500
1383,7200,7,7,8,576,70,157000
1384,25339,5,7,7,576,30,112000
1385,9060,6,5,6,280,50,105000
1386,5436,4,8,7,240,50,125500
1387,16692,7,5,12,564,60,250000
1388,8520,6,7,10,216,50,136000
1389,14892,9,5,7,758,20,377500
1390,6000,6,6,6,440,50,131000
1391,9100,7,5,6,541,20,235000
1392,8944,5,5,8,792,90,124000
1393,7838,5,5,6,288,85,123000
1394,10800,6,7,7,672,190,163000
1395,4045,7,5,6,648,120,246578
1396,12665,8,5,9,642,60,281213
1397,57200,5,5,7,572,20,160000
1398,6120,5,8,8,180,70,137500
1399,7200,5,4,7,240,50,138000
1400,6171,6,6,7,216,50,137450
1401,6000,6,7,5,208,50,120000
1402,7415,6,5,8,398,60,193000
1403,6762,7,5,6,662,20,193879
1404,15256,8,5,6,754,20,282922
1405,10410,3,4,6,936,50,105000
1406,3842,8,5,5,482,120,275000
1407,8445,5,7,5,396,85,133000
1408,8780,5,5,5,0,20,112000
1409,7740,4,7,6,528,70,125500
1410,20544,7,6,7,542,60,215000
1411,12420,7,5,6,622,60,230000
1412,9600,6,8,6,271,50,140000
1413,7200,4,5,6,420,90,90000
1414,10994,8,5,7,620,20,257000
1415,13053,6,7,8,370,50,207000
1416,3635,7,5,7,660,120,175900
1417,11340,4,6,11,560,190,122500
1418,16545,8,5,7,1069,60,340000
1419,9204,5,5,6,336,20,124000
1420,16381,6,5,7,540,20,223000
1421,11700,6,6,7,776,60,179900
1422,4043,6,5,4,440,120,127500
1423,4435,6,5,3,420,120,136500
1424,19690,6,7,8,432,80,274970
1425,9503,5,5,6,484,20,144000
1426,10721,6,6,7,528,20,142000
1427,10944,7,5,5,525,60,271000
1428,10930,5,6,6,288,50,140000
1429,7200,5,7,4,240,30,119000
1430,12546,6,7,7,467,20,182900
1431,21930,5,5,7,372,60,192140
1432,4928,6,6,5,440,120,143750
1433,10800,4,6,5,216,30,64500
1434,10261,6,5,8,451,60,186500
1435,17400,5,5,5,484,20,160000
1436,8400,6,9,7,462,20,174000
1437,9000,4,6,5,528,20,120500
1438,12444,8,5,7,774,20,394617
1439,7407,6,7,6,923,20,149700
1440,11584,7,6,6,550,60,197000
1441,11526,6,7,11,672,70,191000
1442,4426,6,5,3,420,120,149300
1443,11003,10,5,10,812,60,310000
1444,8854,6,6,4,192,30,121000
1445,8500,7,5,7,626,20,179600
1446,8400,6,5,6,240,85,129000
1447,26142,5,7,6,312,20,157900
1448,10000,8,5,8,556,60,240000
1449,11767,4,7,6,384,50,112000
1450,1533,5,7,3,0,180,92000
1451,9000,5,5,8,0,90,136000
1452,9262,8,5,7,840,20,287090
1453,3675,5,5,5,525,180,145000
1454,17217,5,5,6,0,20,84500
1455,7500,7,5,6,400,20,185000
1456,7917,6,5,7,460,60,175000
1457,13175,6,6,7,500,20,210000
1458,9042,7,9,9,252,70,266500
1459,9717,5,6,5,240,20,142125
1460,9937,5,6,6,276,20,147500
